"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2659","Successfully add product to cart from Product page","tests","Thu Nov 20 19:15:55 UTC 2025","passed","Thu Nov 20 19:15:58 UTC 2025","TestProductPage","product_page_tests","",""
"","3986","Successfully add product to cart by hover button","tests","Thu Nov 20 19:15:39 UTC 2025","passed","Thu Nov 20 19:15:43 UTC 2025","TestCartPage","cart_tests","",""
"","3075","Successful search by key words in Desks category","tests","Thu Nov 20 19:15:43 UTC 2025","passed","Thu Nov 20 19:15:46 UTC 2025","TestDesksPage","desks_tests","",""
"","1009","Successfully remove product from cart","tests","Thu Nov 20 19:15:48 UTC 2025","passed","Thu Nov 20 19:15:49 UTC 2025","TestCartPage","cart_tests","",""
"","2990","Successful switch to Desks Components and back","tests","Thu Nov 20 19:15:46 UTC 2025","passed","Thu Nov 20 19:15:49 UTC 2025","TestDesksPage","desks_tests","",""
"","208","Successfully search products by their titles on Product page","tests","Thu Nov 20 19:15:58 UTC 2025","passed","Thu Nov 20 19:15:58 UTC 2025","TestProductPage","product_page_tests","",""
"","2567","Empty Cart page has all the necessary details","tests","Thu Nov 20 19:15:39 UTC 2025","passed","Thu Nov 20 19:15:42 UTC 2025","TestCartPage","cart_tests","",""
"","2538","Successfully add product to cart from Product page","tests","Thu Nov 20 19:15:56 UTC 2025","passed","Thu Nov 20 19:15:59 UTC 2025","TestProductPage","product_page_tests","",""
"","7020","Sort desks - Price - Low to High","tests","Thu Nov 20 19:15:47 UTC 2025","passed","Thu Nov 20 19:15:54 UTC 2025","TestDesksPage","desks_tests","",""
"","3328","Successfully add product to cart by hover button","tests","Thu Nov 20 19:15:42 UTC 2025","passed","Thu Nov 20 19:15:46 UTC 2025","TestCartPage","cart_tests","",""
"","241","Successfully search products by their titles on Product page","tests","Thu Nov 20 19:15:57 UTC 2025","passed","Thu Nov 20 19:15:57 UTC 2025","TestProductPage","product_page_tests","",""
"","6746","Sort desks - Name (A-Z)","tests","Thu Nov 20 19:15:47 UTC 2025","passed","Thu Nov 20 19:15:53 UTC 2025","TestDesksPage","desks_tests","",""
"","202","Successfully search products by their titles on Product page","tests","Thu Nov 20 19:16:00 UTC 2025","passed","Thu Nov 20 19:16:00 UTC 2025","TestProductPage","product_page_tests","",""
"","2963","Successful search by key words in Desks category","tests","Thu Nov 20 19:15:43 UTC 2025","passed","Thu Nov 20 19:15:46 UTC 2025","TestDesksPage","desks_tests","",""
"","273","Successfully search products by their titles on Product page","tests","Thu Nov 20 19:15:55 UTC 2025","passed","Thu Nov 20 19:15:55 UTC 2025","TestProductPage","product_page_tests","",""
"","3286","Successful search by key words in Desks category","tests","Thu Nov 20 19:15:39 UTC 2025","passed","Thu Nov 20 19:15:43 UTC 2025","TestDesksPage","desks_tests","",""
"","3447","Successful search by key words in Desks category","tests","Thu Nov 20 19:15:39 UTC 2025","passed","Thu Nov 20 19:15:43 UTC 2025","TestDesksPage","desks_tests","",""
"","1372","Product has all the necessary details","tests","Thu Nov 20 19:15:51 UTC 2025","passed","Thu Nov 20 19:15:53 UTC 2025","TestProductPage","product_page_tests","",""
"","5790","Sort desks - Price - High to Low","tests","Thu Nov 20 19:15:50 UTC 2025","passed","Thu Nov 20 19:15:55 UTC 2025","TestDesksPage","desks_tests","",""
