"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2828","Successful search by key words in Desks category","tests","Fri Nov 21 07:44:21 UTC 2025","passed","Fri Nov 21 07:44:24 UTC 2025","TestDesksPage","desks_tests","",""
"","5017","Successfully add product to cart by hover button","tests","Fri Nov 21 07:44:19 UTC 2025","passed","Fri Nov 21 07:44:24 UTC 2025","TestCartPage","cart_tests","",""
"","7542","Sort desks - Price - High to Low","tests","Fri Nov 21 07:44:28 UTC 2025","passed","Fri Nov 21 07:44:35 UTC 2025","TestDesksPage","desks_tests","",""
"","5110","Successfully add product to cart by hover button","tests","Fri Nov 21 07:44:16 UTC 2025","passed","Fri Nov 21 07:44:21 UTC 2025","TestCartPage","cart_tests","",""
"","2604","Empty Cart page has all the necessary details","tests","Fri Nov 21 07:44:16 UTC 2025","passed","Fri Nov 21 07:44:18 UTC 2025","TestCartPage","cart_tests","",""
"","2768","Successfully add product to cart from Product page","tests","Fri Nov 21 07:44:31 UTC 2025","passed","Fri Nov 21 07:44:34 UTC 2025","TestProductPage","product_page_tests","",""
"","273","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:44:38 UTC 2025","passed","Fri Nov 21 07:44:38 UTC 2025","TestProductPage","product_page_tests","",""
"","4422","Successful search by key words in Desks category","tests","Fri Nov 21 07:44:16 UTC 2025","passed","Fri Nov 21 07:44:20 UTC 2025","TestDesksPage","desks_tests","",""
"","1079","Successfully remove product from cart","tests","Fri Nov 21 07:44:26 UTC 2025","passed","Fri Nov 21 07:44:27 UTC 2025","TestCartPage","cart_tests","",""
"","7266","Sort desks - Price - Low to High","tests","Fri Nov 21 07:44:25 UTC 2025","passed","Fri Nov 21 07:44:33 UTC 2025","TestDesksPage","desks_tests","",""
"","4632","Successful search by key words in Desks category","tests","Fri Nov 21 07:44:16 UTC 2025","passed","Fri Nov 21 07:44:20 UTC 2025","TestDesksPage","desks_tests","",""
"","3631","Successfully add product to cart from Product page","tests","Fri Nov 21 07:44:35 UTC 2025","passed","Fri Nov 21 07:44:39 UTC 2025","TestProductPage","product_page_tests","",""
"","284","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:44:36 UTC 2025","passed","Fri Nov 21 07:44:37 UTC 2025","TestProductPage","product_page_tests","",""
"","7264","Sort desks - Name (A-Z)","tests","Fri Nov 21 07:44:24 UTC 2025","passed","Fri Nov 21 07:44:32 UTC 2025","TestDesksPage","desks_tests","",""
"","1418","Product has all the necessary details","tests","Fri Nov 21 07:44:34 UTC 2025","passed","Fri Nov 21 07:44:36 UTC 2025","TestProductPage","product_page_tests","",""
"","256","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:44:41 UTC 2025","passed","Fri Nov 21 07:44:41 UTC 2025","TestProductPage","product_page_tests","",""
"","294","Successfully search products by their titles on Product page","tests","Fri Nov 21 07:44:38 UTC 2025","passed","Fri Nov 21 07:44:39 UTC 2025","TestProductPage","product_page_tests","",""
"","3979","Successful switch to Desks Components and back","tests","Fri Nov 21 07:44:25 UTC 2025","passed","Fri Nov 21 07:44:29 UTC 2025","TestDesksPage","desks_tests","",""
"","3776","Successful search by key words in Desks category","tests","Fri Nov 21 07:44:21 UTC 2025","passed","Fri Nov 21 07:44:25 UTC 2025","TestDesksPage","desks_tests","",""
